diagnostic_category,diagnosis_icd10_code,diagnosis,dsm_symptom_criteria,symptom_id,symptom_segment,zcode_hrsn,symp_prob
Sleep-Wake Disorder (Parasomnias),G47.14,Nightmare Disorder,Recurrent nightmares,G47.14.1,Recurrent nightmares,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.14,Nightmare Disorder,Recurrent nightmares,G47.14.2,Distress about nightmares,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.15,Other Parasomnias,Unspecified parasomnia,G47.15.1,Other unspecified parasomnia,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.15,Other Parasomnias,Unspecified parasomnia,G47.15.2,Partial arousal behaviors,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.15,Other Parasomnias,Unspecified parasomnia,G47.15.3,Sleep-related eating disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.15,Other Parasomnias,Unspecified parasomnia,G47.15.4,Sleep-related sexual behavior,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.16,Sleep-Related Movement Disorders,Periodic limb movement disorder,G47.16.1,Repetitive limb movements,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.16,Sleep-Related Movement Disorders,Periodic limb movement disorder,G47.16.2,Sleep-related movement disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.17,Other Sleep Disorders,Unspecified sleep disorder,G47.17.1,Other unspecified sleep disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.17,Other Sleep Disorders,Unspecified sleep disorder,G47.17.2,Sleep-wake transition disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.18,Unspecified Sleep-Wake Disorder,Unspecified symptoms,G47.18.1,Unspecified sleep-wake disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.18,Unspecified Sleep-Wake Disorder,Unspecified symptoms,G47.18.2,Sleep-wake transition disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.19,"Sleep-Wake Disorder, Unspecified",Unspecified sleep-wake disorder,G47.19.1,Unspecified sleep-wake disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.19,"Sleep-Wake Disorder, Unspecified",Unspecified sleep-wake disorder,G47.19.2,Nightmares,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.10,Non-Rapid Eye Movement Sleep Arousal Disorder,Recurrent episodes of arousal during sleep,G47.10.1,Recurrent episodes of arousal,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.10,Non-Rapid Eye Movement Sleep Arousal Disorder,Recurrent episodes of arousal during sleep,G47.10.2,Sleepwalking,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.10,Non-Rapid Eye Movement Sleep Arousal Disorder,Recurrent episodes of arousal during sleep,G47.10.3,Night terrors,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.11,Rapid Eye Movement Sleep Behavior Disorder,Recurrent episodes of arousal during sleep,G47.11.1,Acting out dreams,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.11,Rapid Eye Movement Sleep Behavior Disorder,Recurrent episodes of arousal during sleep,G47.11.2,REM sleep without atonia,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.11,Rapid Eye Movement Sleep Behavior Disorder,Recurrent episodes of arousal during sleep,G47.11.3,Verbalizations during sleep,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.12,Sleep Terrors,Recurrent episodes of abrupt awakening,G47.12.1,Abrupt awakening with terror,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.12,Sleep Terrors,Recurrent episodes of abrupt awakening,G47.12.2,No memory of episode,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.13,Sleepwalking,Episodes of rising from bed and walking around,G47.13.1,Rising from bed,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.13,Sleepwalking,Episodes of rising from bed and walking around,G47.13.2,Engaging in complex behaviors,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.13,Sleepwalking,Episodes of rising from bed and walking around,G47.13.3,Rising from bed,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.14,Nightmare Disorder,Recurrent nightmares,G47.14.1,Recurrent nightmares,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.14,Nightmare Disorder,Recurrent nightmares,G47.14.2,Distress about nightmares,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.15,Other Parasomnias,Other unspecified parasomnia,G47.15.1,Other unspecified parasomnia,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.15,Other Parasomnias,Other unspecified parasomnia,G47.15.2,Partial arousal behaviors,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.15,Other Parasomnias,Other unspecified parasomnia,G47.15.3,Sleep-related eating disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.15,Other Parasomnias,Other unspecified parasomnia,G47.15.4,Sleep-related sexual behavior,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.16,Sleep-Related Movement Disorders,Repetitive limb movements,G47.16.1,Repetitive limb movements,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.16,Sleep-Related Movement Disorders,Repetitive limb movements,G47.16.2,Sleep-related movement disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.17,Other unspecified sleep disorder,Other unspecified sleep disorder,G47.17.1,Other unspecified sleep disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.17,Other unspecified sleep disorder,Other unspecified sleep disorder,G47.17.2,Sleep-wake transition disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.18,Unspecified sleep-wake disorder,Unspecified sleep-wake disorder,G47.18.1,Unspecified sleep-wake disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.18,Unspecified sleep-wake disorder,Unspecified sleep-wake disorder,G47.18.2,Sleep-wake transition disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.19,"Sleep-Wake Disorder, Unspecified",Sleep-wake transition disorder,G47.19.1,Sleep-wake transition disorder,No,Symptom
Sleep-Wake Disorder (Parasomnias),G47.19,"Sleep-Wake Disorder, Unspecified",Sleep-wake transition disorder,G47.19.2,Unspecified sleep-wake disorder,No,Symptom
Somatic Symptom and Related Disorders,F45.0,Somatic Symptom Disorder,One or more somatic symptoms,F45.0.1,Persistent thoughts about the symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.0,Somatic Symptom Disorder,One or more somatic symptoms,F45.0.2,High level of anxiety about the symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.0,Somatic Symptom Disorder,One or more somatic symptoms,F45.0.3,Excessive time and energy devoted to health concerns,No,Symptom
Somatic Symptom and Related Disorders,F45.1,Illness Anxiety Disorder,Preoccupation with having a serious illness,F45.1.1,Preoccupation with having a serious illness,No,Symptom
Somatic Symptom and Related Disorders,F45.1,Illness Anxiety Disorder,Preoccupation with having a serious illness,F45.1.2,High level of anxiety about health,No,Symptom
Somatic Symptom and Related Disorders,F45.1,Illness Anxiety Disorder,Preoccupation with having a serious illness,F45.1.3,Avoidance of medical care or checking symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.2,Functional Neurological Disorder,Symptoms of altered motor or sensory function,F45.2.1,Weakness or paralysis,No,Symptom
Somatic Symptom and Related Disorders,F45.2,Functional Neurological Disorder,Symptoms of altered motor or sensory function,F45.2.2,Abnormal gait,No,Symptom
Somatic Symptom and Related Disorders,F45.2,Functional Neurological Disorder,Symptoms of altered motor or sensory function,F45.2.3,Non-epileptic seizures,No,Symptom
Somatic Symptom and Related Disorders,F45.3,Psychological Factors Affecting Other Medical Conditions,Psychological factors negatively affecting a medical condition,F45.3.1,Anxiety worsening a medical condition,No,Symptom
Somatic Symptom and Related Disorders,F45.3,Psychological Factors Affecting Other Medical Conditions,Psychological factors negatively affecting a medical condition,F45.3.2,Depression worsening a medical condition,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Other Somatic Symptom and Related Disorders,Other specified somatic symptom,F45.4.1,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Other Somatic Symptom and Related Disorders,Other specified somatic symptom,F45.4.2,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F45.9.1,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F45.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F45.9.2,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F48.0,Neurasthenia,"Fatigue, anxiety, and somatic complaints",F48.0.1,Fatigue,No,Symptom
Somatic Symptom and Related Disorders,F48.0,Neurasthenia,"Fatigue, anxiety, and somatic complaints",F48.0.2,Anxiety,No,Symptom
Somatic Symptom and Related Disorders,F48.0,Neurasthenia,"Fatigue, anxiety, and somatic complaints",F48.0.3,Somatic complaints,No,Symptom
Somatic Symptom and Related Disorders,F48.8,Other Specified Somatic Symptom Disorder,Other specified somatic symptom disorder,F48.8.1,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F48.8,Other Specified Somatic Symptom Disorder,Other specified somatic symptom disorder,F48.8.2,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F48.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F48.9.1,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F48.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F48.9.2,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F45.0,Somatic Symptom Disorder,One or more somatic symptoms,F45.0.1,Persistent thoughts about the symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.0,Somatic Symptom Disorder,One or more somatic symptoms,F45.0.2,High level of anxiety about the symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.0,Somatic Symptom Disorder,One or more somatic symptoms,F45.0.3,Excessive time and energy devoted to health concerns,No,Symptom
Somatic Symptom and Related Disorders,F45.1,Illness Anxiety Disorder,Preoccupation with having a serious illness,F45.1.1,Preoccupation with having a serious illness,No,Symptom
Somatic Symptom and Related Disorders,F45.1,Illness Anxiety Disorder,Preoccupation with having a serious illness,F45.1.2,High level of anxiety about health,No,Symptom
Somatic Symptom and Related Disorders,F45.1,Illness Anxiety Disorder,Preoccupation with having a serious illness,F45.1.3,Avoidance of medical care or checking symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.2,Functional Neurological Disorder,Symptoms of altered motor or sensory function,F45.2.1,Weakness or paralysis,No,Symptom
Somatic Symptom and Related Disorders,F45.2,Functional Neurological Disorder,Symptoms of altered motor or sensory function,F45.2.2,Abnormal gait,No,Symptom
Somatic Symptom and Related Disorders,F45.2,Functional Neurological Disorder,Symptoms of altered motor or sensory function,F45.2.3,Non-epileptic seizures,No,Symptom
Somatic Symptom and Related Disorders,F45.3,Psychological Factors Affecting Other Medical Conditions,Psychological factors negatively affecting a medical condition,F45.3.1,Anxiety worsening a medical condition,No,Symptom
Somatic Symptom and Related Disorders,F45.3,Psychological Factors Affecting Other Medical Conditions,Psychological factors negatively affecting a medical condition,F45.3.2,Depression worsening a medical condition,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Other Somatic Symptom and Related Disorders,Other specified somatic symptom,F45.4.1,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Other Somatic Symptom and Related Disorders,Other specified somatic symptom,F45.4.2,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F45.9.1,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F45.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F45.9.2,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F48.0,Neurasthenia,"Fatigue, anxiety, and somatic complaints",F48.0.1,Fatigue,No,Symptom
Somatic Symptom and Related Disorders,F48.0,Neurasthenia,"Fatigue, anxiety, and somatic complaints",F48.0.2,Anxiety,No,Symptom
Somatic Symptom and Related Disorders,F48.0,Neurasthenia,"Fatigue, anxiety, and somatic complaints",F48.0.3,Somatic complaints,No,Symptom
Somatic Symptom and Related Disorders,F48.8,Other Specified Somatic Symptom Disorder,Other specified somatic symptom disorder,F48.8.1,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F48.8,Other Specified Somatic Symptom Disorder,Other specified somatic symptom disorder,F48.8.2,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F48.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F48.9.1,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F48.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F48.9.2,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F45.5,Body Dysmorphic Disorder,Preoccupation with perceived defects or flaws,F45.5.1,Preoccupation with perceived defects,No,Symptom
Somatic Symptom and Related Disorders,F45.5,Body Dysmorphic Disorder,Preoccupation with perceived defects or flaws,F45.5.2,Excessive time spent on appearance,No,Symptom
Somatic Symptom and Related Disorders,F45.6,Pain Disorder,Pain in one or more anatomical sites,F45.6.1,Pain in one anatomical site,No,Symptom
Somatic Symptom and Related Disorders,F45.6,Pain Disorder,Pain in one or more anatomical sites,F45.6.2,Pain in multiple anatomical sites,No,Symptom
Somatic Symptom and Related Disorders,F45.7,Conversion Disorder,Symptoms of altered voluntary motor or sensory function,F45.7.1,Symptoms affecting motor function,No,Symptom
Somatic Symptom and Related Disorders,F45.7,Conversion Disorder,Symptoms of altered voluntary motor or sensory function,F45.7.2,Symptoms affecting sensory function,No,Symptom
Somatic Symptom and Related Disorders,F45.8,Other Specified Somatic Symptom and Related Disorders,Other specified somatic symptom disorder,F45.8.1,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.8,Other Specified Somatic Symptom and Related Disorders,Other specified somatic symptom disorder,F45.8.2,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.8,Other Specified Somatic Symptom and Related Disorders,Other specified somatic symptom disorder,F45.8.3,Other specified somatic symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F45.9.3,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F45.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F45.9.4,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F45.9,"Somatic Symptom Disorder, Unspecified",Somatic symptoms present without specification,F45.9.5,Unspecified somatic symptom,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Stress causing headaches,F45.4.29,Stress triggering migraines,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Chronic stress causing insomnia,F45.4.30,Chronic stress leading to sleeplessness,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Anxiety worsening gastrointestinal symptoms,F45.4.31,Anxiety exacerbating digestive issues,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Chronic stress affecting skin conditions,F45.4.32,Stress causing skin flare-ups,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Stress impacting overall health,F45.4.33,Stress leading to general health decline,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Anxiety worsening chronic illnesses,F45.4.34,Anxiety exacerbating chronic disease symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Chronic stress leading to pain,F45.4.35,Chronic stress causing pain symptoms,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Stress aggravating mental health conditions,F45.4.36,Stress worsening mental health issues,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Anxiety causing fatigue,F45.4.37,Anxiety leading to tiredness,No,Symptom
Somatic Symptom and Related Disorders,F45.4,Psychological Factors Affecting Other Medical Conditions,Chronic stress causing emotional distress,F45.4.38,Stress resulting in emotional pain,No,Symptom
